20,1.0
0.950440,0.731252
50
0.210435,0.752337,0.125000
0.323189,0.210693,0.100000
0.826211,0.569638,0.025000
0.496156,0.724743,0.125000
0.021956,0.241471,0.125000
0.247286,0.242435,0.100000
0.401358,0.516122,0.075000
0.014416,0.854736,0.175000
0.832977,0.619238,0.175000
0.886488,0.533187,0.125000
0.739472,0.979598,0.150000
0.922190,0.909408,0.025000
0.524267,0.344032,0.075000
0.210123,0.879391,0.125000
0.407664,0.628666,0.100000
0.249021,0.803085,0.050000
0.132608,0.283361,0.075000
0.290919,0.415322,0.225000
0.653954,0.636595,0.200000
0.698201,0.522551,0.175000
0.161198,0.429762,0.025000
0.240130,0.156153,0.025000
0.768190,0.738751,0.075000
0.028293,0.419611,0.075000
0.926087,0.404815,0.225000
0.741807,0.149550,0.200000
0.571145,0.298182,0.075000
0.672082,0.415005,0.175000
0.176986,0.767794,0.225000
0.123406,0.381826,0.200000
0.206625,0.428859,0.025000
0.780658,0.907402,0.050000
0.491351,0.721313,0.200000
0.873702,0.709751,0.200000
0.008712,0.769886,0.075000
0.154678,0.847025,0.075000
0.877247,0.922212,0.050000
0.788175,0.579312,0.125000
0.265517,0.982441,0.200000
0.070743,0.959995,0.200000
0.408541,0.678909,0.100000
0.762160,0.396940,0.150000
0.382725,0.402390,0.025000
0.159428,0.735963,0.150000
0.654947,0.975950,0.150000
0.616905,0.033997,0.050000
0.778071,0.766769,0.025000
0.321068,0.790733,0.175000
0.325088,0.687080,0.225000
0.005504,0.858675,0.050000
