80,1.0
0.032911,0.093432
200
0.298608,0.693681,0.062500
0.523714,0.014764,0.037500
0.703866,0.467997,0.012500
0.872060,0.817149,0.087500
0.667188,0.619857,0.025000
0.436464,0.058029,0.100000
0.807760,0.823925,0.050000
0.283345,0.199977,0.037500
0.194891,0.578217,0.075000
0.294699,0.849256,0.075000
0.633162,0.234758,0.087500
0.404018,0.871034,0.062500
0.012900,0.309727,0.075000
0.014039,0.648235,0.075000
0.931880,0.888783,0.062500
0.050361,0.160187,0.025000
0.312315,0.226611,0.100000
0.868235,0.878973,0.075000
0.433012,0.990231,0.075000
0.704862,0.901294,0.037500
0.455789,0.025837,0.112500
0.742085,0.442823,0.050000
0.881308,0.226112,0.012500
0.751870,0.536510,0.025000
0.447969,0.299699,0.062500
0.938351,0.894675,0.025000
0.645192,0.150770,0.100000
0.228259,0.919140,0.062500
0.944689,0.330479,0.012500
0.245603,0.755414,0.012500
0.048523,0.094323,0.075000
0.439310,0.499827,0.012500
0.926826,0.130321,0.100000
0.417888,0.536647,0.050000
0.556274,0.678519,0.062500
0.475645,0.180831,0.012500
0.681399,0.530466,0.062500
0.057375,0.705274,0.037500
0.035405,0.328752,0.025000
0.882860,0.751560,0.112500
0.815705,0.929316,0.025000
0.783540,0.571183,0.050000
0.862065,0.462278,0.075000
0.432037,0.985545,0.012500
0.262434,0.987579,0.050000
0.600864,0.442589,0.062500
0.689245,0.405487,0.087500
0.812829,0.114681,0.050000
0.746141,0.328779,0.100000
0.233497,0.287795,0.062500
0.827456,0.191922,0.112500
0.495458,0.680537,0.012500
0.374651,0.291032,0.012500
0.561673,0.985887,0.012500
0.655564,0.995847,0.075000
0.130129,0.590190,0.100000
0.282889,0.496758,0.112500
0.394087,0.273866,0.087500
0.536086,0.853357,0.062500
0.604765,0.530622,0.112500
0.071761,0.390352,0.112500
0.786518,0.719912,0.025000
0.082617,0.291046,0.012500
0.824355,0.745546,0.075000
0.180761,0.357704,0.100000
0.484451,0.813735,0.025000
0.491076,0.262551,0.087500
0.755027,0.348030,0.062500
0.182380,0.340035,0.087500
0.793053,0.577333,0.087500
0.989526,0.185222,0.075000
0.579948,0.114423,0.050000
0.478289,0.454096,0.025000
0.505854,0.064016,0.050000
0.901556,0.400307,0.062500
0.534713,0.408896,0.075000
0.995155,0.479827,0.025000
0.999669,0.065194,0.075000
0.558413,0.546109,0.112500
0.410136,0.961919,0.112500
0.812111,0.851961,0.012500
0.250047,0.572966,0.050000
0.969735,0.051692,0.112500
0.810674,0.423485,0.112500
0.228508,0.985899,0.075000
0.799750,0.677193,0.112500
0.779810,0.381582,0.012500
0.961306,0.435386,0.050000
0.754497,0.659257,0.062500
0.809707,0.040370,0.100000
0.551696,0.874547,0.062500
0.842230,0.345345,0.100000
0.212937,0.110110,0.087500
0.214868,0.402514,0.075000
0.178607,0.510038,0.062500
0.097758,0.365445,0.037500
0.630574,0.163230,0.025000
0.458763,0.371625,0.087500
0.255436,0.840998,0.050000
0.049721,0.271682,0.050000
0.347382,0.547328,0.075000
0.922137,0.308053,0.075000
0.171003,0.948563,0.075000
0.504397,0.368969,0.062500
0.086041,0.462544,0.037500
0.732625,0.078865,0.025000
0.980727,0.422076,0.087500
0.303124,0.472501,0.100000
0.824919,0.240361,0.037500
0.092076,0.031407,0.050000
0.657069,0.570956,0.037500
0.562149,0.092578,0.037500
0.653061,0.521746,0.075000
0.938017,0.722094,0.025000
0.212939,0.046052,0.025000
0.436070,0.035844,0.062500
0.038654,0.124325,0.075000
0.389008,0.857235,0.087500
0.902927,0.881037,0.100000
0.864684,0.173161,0.087500
0.569997,0.458809,0.037500
0.580954,0.001066,0.087500
0.807486,0.519554,0.025000
0.921788,0.526801,0.012500
0.813469,0.200439,0.087500
0.701040,0.660968,0.087500
0.296231,0.865168,0.112500
0.002614,0.694086,0.075000
0.783685,0.217927,0.062500
0.273691,0.230218,0.087500
0.478243,0.080513,0.087500
0.130148,0.270589,0.037500
0.329230,0.693120,0.012500
0.758714,0.505152,0.112500
0.298922,0.404497,0.012500
0.242159,0.251949,0.062500
0.933858,0.161756,0.100000
0.521994,0.499064,0.100000
0.002639,0.407524,0.075000
0.196822,0.998542,0.012500
0.841049,0.214783,0.012500
0.841440,0.142767,0.112500
0.624121,0.145773,0.087500
0.141055,0.047956,0.062500
0.509362,0.688398,0.112500
0.323998,0.366182,0.037500
0.288979,0.150721,0.100000
0.015644,0.612303,0.062500
0.962217,0.400721,0.075000
0.474378,0.219722,0.075000
0.854713,0.001099,0.037500
0.552919,0.176778,0.012500
0.538891,0.066279,0.037500
0.433047,0.852895,0.112500
0.608325,0.519721,0.050000
0.672205,0.095906,0.012500
0.723045,0.059088,0.062500
0.913734,0.996678,0.112500
0.137048,0.675794,0.062500
0.594030,0.211093,0.012500
0.401455,0.858757,0.062500
0.201574,0.442999,0.100000
0.640453,0.029016,0.025000
0.826782,0.345231,0.012500
0.249159,0.927399,0.062500
0.491692,0.111640,0.075000
0.517706,0.716207,0.112500
0.023350,0.663807,0.012500
0.610031,0.842169,0.112500
0.962489,0.429966,0.100000
0.062384,0.523652,0.100000
0.018953,0.242176,0.012500
0.949320,0.704861,0.112500
0.007533,0.915245,0.112500
0.649425,0.265798,0.087500
0.828192,0.208686,0.087500
0.395141,0.163073,0.112500
0.409571,0.790531,0.025000
0.988837,0.455583,0.050000
0.946935,0.707214,0.050000
0.953978,0.045030,0.037500
0.243782,0.367022,0.012500
0.951501,0.101541,0.037500
0.159700,0.467495,0.100000
0.322584,0.883790,0.087500
0.019195,0.758081,0.037500
0.150967,0.222052,0.112500
0.468732,0.157624,0.075000
0.190250,0.181033,0.087500
0.606642,0.876856,0.012500
0.681930,0.793038,0.037500
0.569437,0.143236,0.075000
0.490130,0.101035,0.025000
0.841141,0.562418,0.037500
0.009153,0.983254,0.075000
0.112918,0.442777,0.037500
0.913974,0.633726,0.087500
0.950265,0.509111,0.050000
0.479739,0.342883,0.025000
0.058002,0.574400,0.062500
